id,titulo,genero,actor1,actor2,actor3,director,anio,calidad,formato,sinopsis
2978,BRIGADA DE MUJERES,Western,Audie Murphy,Hope Emerson,Jeff Donnell,George Marshall,1957,Color,DVD,"15-12-1958 Ambassador
 Un soldado deserta del ejército de la Unión para avisar y proteger a un grupo de mujeres texanas de un inminente ataque indio."
2979,EL PRECIO DE LA LIBERTAD,Western,Audie Murphy,Barry Sullivan,Venetia Stevenson,Harry Keller,1960,Color,DVD,"22-08-1961 Victory
 Un miembro de la familia Jones decide alistarse en los Rangers de Texas, su objetivo es apresar a un proscripto que lleva años prófugo."
2980,EL HALCON EN PELIGRO,Policial,Tom Conway,Jean Brooks,Elaine Shepard,William Clemens,1943,B&N,DVD,"24-08-1944 Radio City
 El Halcón debe investigar la desaparición de un empresario. No le lleva mucho tiempo en descubrir una conspiracióncontra el gobierno."
2981,RIVERBOAT (Aventureros del Misissipi),Western,Darren McGavin,Burt Reynolds,Dick Wessel,Varios,1959,B&N,DVD,"Serie TV
 Narra las aventuras del dueño de un barco que recorre las distintas  ciudades del río Missisipi durante el final del siglo XIX."
2982,CIMARRON,Western,Glenn Ford,Maria Schell,Anne Baxter,Anthony Mann,1960,Color,DVD,"31-08-1961 18 de Julio, Metro
 El 22 de abril de 1889 centenares de colonos se lanzarán en una carrera para reclamar parcelas donde instalarse gratuitamente a quien primero las ocupe."
2983,POR FIN SOLOS,Comedia,Diane Keaton,Kevin Kline,Dianne West,Lawrence Kasdan,2012,Color,DVD,"29-09-2017 Cine Universitario
  Un matrimonio rescata un perro y lo adopta. El día de la boda de una de sus hijos el perro se extravía"
2984,UN TOQUE DE DISTINCION,Comedia,George Segal,Glenda Jackson,Paul Sorvino,Melvin Frank,1973,Color,DVD,"8-04-1974 Plaza
 Una pareja de enamorados, el casado ella divorciada, están convencidos que no caerán en errores de sus relaciones anteriores, pero…"
2985,NUEVE REINAS,Policial,Ricardo Darín,Gastón Pauls,Leticia Brédice,Fabián Bielinsky,2000,Color,DVD,"6-04-2001 Plaza, Ejido, Pta Carretas, Casablanca, Movie Center Mdeo, Portones, Pta Carretas.
  Dos estafadores de poca monta que por casualidad se ven envueltos en un asunto que los puede hacer millonarios, tienen menos de un día para hacer la estafa que no puede fallar."
3015,LOS ARBOLES MUEREN DE PIE,Drama,Amalia Sanchez Ariño,Arturo García Buhr,Zoe Ducós,Carlos Schlieper,1951,B&N,DVD,"17-09-1951 Coventry
  Para consolar a una anciana, su esposo hace que un hombre y una chica finjan ser su nieto ausente y su esposa."
3016,LAS BARRAS BRAVAS,Drama,Tita Merello,Juan Carlos Altavista,Mercedes Carreras,Enrique Carreras,1985,Color,DVD,"No estrenada en salas.
  Una madre abandonada no puede evitar que su hijo adolescente muera por sobredosis."
3017,LA VIOLETERA,Drama,Sara Montiel,Raf Vallone,Ana Mariscal,Luis Cesar Amadori,1958,Color,DVD,"27-10-1958 Trocadero
  Un joven de la alta sociedad se enamora de una joven a la que conoce cuando ella vendía violetas en las puertas de los teatros.
  Piensa casarse con ella pero, finalmente la abandona para casarse con la chica que estaba comprometido.
  Ella triunfa como cantante, luego perderá sus dotes para la canción, pero un día cantando en una bar de segunda clase recupera la voz al ver entre el público al amor de su juventud.
  Salvo el final, cualquier similitud con Los Muchachos de Antes no Usaban Gomina de Manuel Romero es pura coincidencia."
2986,EL SER,Terror,Narciso Ibáñez Menta,Mercedes Sanpietro,Ramiro Oliveros,Sebastián D'Arbo,1982,Color,DVD,"No estrenada en salas.
  En el entorno de una mujer viuda comienzan a suceder varias muertes. Todas las sospechas recaen sobre ella, aunque al parecer puede ser que su marido no haya muerto. Luego comenzaran a aparecer extraños sucesos en su casa, lo que la llevan a consultar a un parapsicologo, quien demuestra que la fuerza energética puede provenir del marido muerto."
2987,SIEMPRE TU Y YO,Drama,Doris Day,Frank Sinatra,Gig Young,Gordon Douglas,1954,Color,DVD,"9-04-1956 El Polvorín.
  Titulos alternativos: Primer Desengaño, Jóvenes de Corazón.
  La familia Tuttle está formada por el padre viudo, tres hijas y la tía Jessie. La vida de la familia se altera con la llegada de un compositor que deja a las tres hijas enamoradas."
2988,CAPITANES INTREPIDOS,Drama,Freddie Bartholomew,Spencer Tracy,Lionel Barrymore,Victor Fleming,1937,B&N,DVD,"18-08-1937 Metro
 Un niño rico de diez años cae por la borda de un trasatlántico, es recogido por un barco pesquero pero tendrá que pasar varios meses hasta volver a puerto. Esta estadía lo trnsformará de un niño malcriado a un joven honorable gracias a las lecciones de vida que recibe de Manuel el humilde pescador que lo acoge.
 Spencer Tracy ganó su primer Oscar por el rol de Manuel por el destacado retrato de hombre viril, paciente y sabio."
2989,WONKA,Ciencia Ficción,Timothée Chalamet,Olivia Colman,Hugh Grant,Paul King,2023,Color,DVD,"6-12-2023
 Grupocine, Life, Movie, Opera
 La maravillosa historia de como un joven soñador llamado Willy Wonka se convirtió en el mayor inventor, mago y chocolatero del mundo."
2990,CHANTAJE EN BROADWAY,Cine Negro,Burt Lancaster,Tony Curtis,Susan Harrison,Alexander Mackendrick,1957,B&N,DVD,"14-04-1958. Censa, California
 Títilo local:  La Mentira Maldita.
  Un poderoso periodista contrata a otro para que evite, a cualquier precio, la boda de su hermana menor con un músico de Jazz."
2991,FORT SAGANNE,Aventuras,Gerard Depardieu,Philippe Noiret,Catherine Deneuve,Alain Corneau,1984,Color,DVD,"01-12-1988 Centrocine
 Un Teniente del ejército francés decide ir al Sahara. Allí conocerá la vida, la muerte, la aventura, la lucha en el campo de batalla, el amor y la gloria en la campaña de pacificación del desierto, donde un fuerte llevara su nombre."
2992,FUGITIVOS REBELDES,Western,Van Heflin,Richard Boone,Anne Bancroft,Hugo Fregonese,1954,Color,DVD,"18-02-1955 California
 Título local:La Redada
 Soldados sudistas evadidos de una prisión militar planean la toma por sorpresa de un pueblo del norte con el objetivo de saquear los bancos."
2993,LOS QUE SE QUEDAN,Drama,Paul Giamatti,Da'vine Joy Randolph,Dominic Sessa,Alexander Payne,2023,Color,DVD,"25-01-2024 Grupocine, Life, Movie
 En las vacaciones de invierno un alumno y un Prof de un colegio de élite tienen encuentros y desencuentros, el Prof se ocupará de dejar una huella inolvidable en ese chico."
3001,CASA DE MUÑECAS,Drama,Anthony Hopkins,Claire Bloom,Ralph Richardson,Patrick Garland,1973,Color,DVD,"No estrenada en salas.
 Una mujer se ve obligada a falsificar la firma de su padre para cobrrar un cheque y así tratar de salvar la vida de su esposo. Algunos años después un hombre la amenaza con contárselo a su marido. Cuando este se entera reacciona violentamente sin comprender que su esposa ha obrado así por amor."
2995,PAT GARRET Y BILLY THE KID,Western,James Coburn,Kris Kristofferson,Jason Robards,Sam Peckimpah,1973,Color,DVD,"18-10-1973 Metro
 Estando encarcelado esperando su ejecución Billy el niño logra eviadirse y será perseguido por el <sheriff< pat Garret que en otros tiempos cabalgó junto a él."
2996,LA SENDA DEL TOMAHAWK,Western,Chuck Connors,John Smith,Susan Cummings,Lesley Selander,1957,Color,DVD,"13-08-1959 Azul. Título local: El festín de la muerte.
  En pleno territorio apache un regimiento de caballería logra rescatar a dos mujeres. Un sargento tiene que hacerse cargo del grupo y conducirlo al fuerte mas cercano."
2994,LA ISLA DEL TESORO,Aventuras,Elijah Wood,Eddie Izzard,Donald Sutherland,Steve Barron,2012,Color,DVD,"Mini Serie de TV
 Un joven se involucra con unos piratas para viajar a una lejana isla a buscar el tesoro del Cap. Flint"
3002,BIENVENIDO MR MARSHALL!,Comedia,José Isbert,Lolita Sevilla,Manuel Morán,José García Berlanga,1952,B&N,DVD,"20-09-1954 Censa.
 El pueblo Villar del Río se prepara para recibir a los norteamericanos que facilitarán ayuda económicaa España. El Alcalde organiza una gran recepción y todos decoran el pueblo. Además se hace un listado de pedidos."
3007,TEXAS A TRAVES DEL RIO,Western,Dean Martin,Alain Delon,Rosemary Forsyth,Michael Gordon,1966,Color,DVD,"17-06-1967 Censa
 La boda de un Duque español es interrumpida por unos integrantes de la caballería por una cuestión de honor. El Duque huye a través del río hacia Texas, allí se encuentra con un aventurero que transporta rifles a la ciudad de Mocasin Flats. En el trayecto rescatará a una chica india, esquiva una partida de guerreros comanches y a la caballería."
3008,EL CHOQUE (El Shock),Policial,Alain Delon,Catherine Deneuve,Philippe Leotard,Ronin Davis,1982,Color,DVD,"14-02-1983 18 de Julio
  Después de cumplir su último encargo, el asesino profesional Martin Terrier (Alain Delon) decide retirase, pero eso no cae bien para la organización para la que trabaja. Tras liquidar a un asesino enviado para matarle, Terrier decide irse una temporada a una granja de pavos que su ex mujer ha comprado como inversión. Allí conoce a Claire (Catherine Deneuve) la bella esposa del hombre que administra la granja. Pero el pasado de Terrier regresa."
3003,BLACKHAWK (Serial),Aventuras,Kirk Allyn,Carol Forman,Rick Vallin,Spencer Bennet,1952,B&N,DVD,"No estrenada en salas.
 Un grupo de élite norteamericano lucha para que no se transfieran conocimientos científicos a potencias extranjeras."
2997,VERANO DEL 42,Drama,Jennifer O´Neill,Gary Grimes,Jerry Houser,Robert Mulligan,1971,Color,DVD,"15-01-1972 California
  Un joven adolescente conoce a una hermosa mujer. Comienza una relación dónde el joven va profundizando su conocimiento sobre el mundo y ella busca en él sustituir la ausencia del marido que partió hacia la guerra."
2998,PASSION,Western,Cornel Wilde,Yvonne DeCarlo,Raymond Burr,Allan Dwan,1954,Color,DVD,"17-01-1956 Eliseo. Título local: Horizontes de odio
  Hacia 1880 California es el mundo de los pioneros, un mudo violento, duro y valiente. Ese mundo crece en los paisajes que rodean a la Ciudad de Sonora."
2999,LA MUJER SOÑADA,Comedia,Cary Grant,Deborah Kerr,Walter Pidgeon,Sidney Sheldon,1953,B&N,DVD,"25-02-1954 Metro
  Cary Grant entre dos mujeres."
3000,FORREST GUMP,Drama,Tom Hanks,Robin Wright,Gary Sinise,Robert Zemeckis,1994,Color,DVD,"20-10-1994 Plaza, Casablanca, Carrasco
   Forrest Gump un chico sencillo e inocente que luchó en Vietnam se transforma en representante de su generación."
3004,LA MUJER PANTERA DEL CONGO (Serial),Aventuras,Phyllis Coates,Myron Healey,Arthur Space,Franklin Adreon,1955,B&N,DVD,"1-07-1958 Victory.
  Un científico ambicioso desarrolla una manipulación genética que hace que agunos animale se transformen en gigantes. Así podrá ahuyentar a los nativos y buscar las minas de diamantes que ellos custodian.
  Ultimo serial estrenado en Uruguay."
3005,"ROBO,HUYO Y LO PESCARON",Comedia,Woody Allen,Janet Margolin,Marcel Hillaire,Woody Allen,1969,Color,DVD,"21-05-1971 Iguazú
 A través de entrevistas de quienes lo conocieron nos enteramos de la vida de atracador que siempre termina atrapado."
3006,GOLPE DE SUERTE,Drama,Lou De Laáge,Valérie Lemercier,Melvil Poupaud,Woody Allen,2023,Color,DVD,"25-07-2024 Cinemateca, Grupo Cine, Movie Montevideo, Portones.
 Un matrimonio donde ambos tienen éxito en su trabajo paracen estar enamorados como el día que se conocieron. Un día la mujer se encuentra accidentalmente con un antiguo compañero de estudios y todo cambia."
3012,PALACERES CONYUGALES,Comedia,Luis Sandrini,Ana María Campoy,Diana Maggi,Luis Saslavsky,1963,B&N,DVD,"11-09-1964 Trocadero
  Durante 1900, una feliz pareja burguesa, recibe como huésped al sobrino de un importante ministro, quien comenzará a pretender a la mujer y planea eliminar al marido."
3013,LA CARABA,Comedia,Olinda Bozán,Francisco Alvarez,Armando Bo,Julio Saraceni,1947,B&N,DVD,"5-05-1948 Grand Palace
 una mitómana no se resigna a su condición humilde y cae en la trampa de un abogado adinerado que le hace creer que todo es obras del demonio."
3014,ABUSO DE CONFIANZA,Drama,Olga Zubarry,Manuel Collado,Carlos Thompson,Mario Lugones,1950,B&N,DVD,"18-04-1950 Coventry
  Para buscar la protección de un abogado, una estudiante de derecho simula ser la hija de una actriz que él había conocido en su juventud.
  Actuación absorbente de Olga Zubarry en su última película para Lumiton."
3018,DAR LA CARA,Drama,Leonardo Favio,Luis Medina Castro,Ubaldo Martínez,José Martínez Suarez,1962,B&N,DVD,"12-06-1965 Cine Universitario
 Exhibiciones regulares: 22-03-1969 Renacimiento
  Tres jóvenes salidos del servicio militar siguen distintos caminos en el cine, en el ciclismo y la lucha política."
3019,GRAN VALOR,Comica,Juan Carlos Calabró,Graciela Alfano,Nelly Laynez,Enrique Cahen Salaberry,1980,Color,DVD,"2-12-1980 Plaza
 El cadete de una escribanía conoce a un hombre físicamente idéntico que tratará de aprovecharse de él comlicándolo en un robo."
3020,EL CASO DEL PICARO ESCANDALOSO,Policial,Raymond Burr,Bárbara Hale,William Katt,Christian I. Nyby,1979,Color,DVD,"Película TV.
 Perry ha demandado a un periódico que está diciendo que existe un romance entre él y Della, pero el editor también tiene información escabrosa sobre otras personas. Una reportera, a la que el editor había despedido sólo por intentar escribir una historia seria lo amenaza y, poco después, éste es encontrado flotando en su piscina, muerto por un tiro."
3021,EL OTRO SEÑOR KLEIN,Drama,Alain Delon,Jeanne Moreau,Francine  Berge,Joseph Losey,1976,B&N,DVD,"10-06-1977 Trocadero
 En 1942 durante la ocupación alemana de París, Robert Klein un marchand de arte está haciendo negocios sobre todo con judíos que deben vender sus obras de arte. Pero un día descubre que existe otro Sr Klein de origen judío."
3022,UN TAL LA ROCCA,Drama,Jean Paul Belmondo,Christine Kaufmann,Beatrice Altarriba,Jean Becker,1961,B&N,DVD,"20-04-1964 Coventry
 Una persona se presenta en Marsella para ayudar a un amigo."
3023,CRONICA NEGRA,Cine Negro,Alain Delon,Catherine Deneuve,Richard Crenna,Jean Pierre Melville,1972,B&N,DVD,"5-03-1973 Plaza
 Una banda efectúa un robo a un banco con el fin de financiar un cargamento de droga."
863,TARZAN Y EL SAFARI PERDIDO,Aventuras,Gordon Scott,Robert Beatty,Yolanda Donlan,Bruce Humberstone,1956,Color,DVD,9-01-1958 Metro
3024,LOS DESESPERADOS,Western,Vince Edwards,Kack Palance,Sylvia Sims,Henry Levin,1969,Color,DVD,"5-12-1969 Plaza.
Exibiciones regualares 5-12-1969 Ariel
 Un soldado confederado quiere proeseguir laguerra civil después de la rendicióndel Grall Lee"
3025,¡AL DIABLO CON ESTE CURA!,Comedia,Luis Sandrini,Ubaldo Martínez,Elizabeth Killian,Carlos Rinaldi,1967,Color,DVD,"15-11-1967 18 de Julio
  Un sacerdote predica la caridad entre jovenes rebeldes, aristócratas adinerados y niños pobres."
3026,MI MUJER NO ES MI SEÑORA,Comedia,Alberto Olmedo,Nadiuska,Olga Zubarry,Hugo Moser,1978,Color,DVD,"10-08-1978 Censa.
 Un hombre seductor se casa con la mujer de su vida pero su suegra le hace creer que su flamante esposa es hija suya.
 Esta floja comedia es la tercera versión de la misma historia: Mi suegra es una fiera (1939) con Olinda Bozán y Paquito Busto y Suegra Ultimo Modelo (1953) con Juan Carlos Thorry"
3052,IMPULSO CRIMINAL (Compulsion),Policial,Orson Welles,Dean Stockwell,Diani Varsi,Ricahrd Fleischer,1959,B&N,DVD,"15-08-1959 Radio City
  En esta historia verídica sonre el célebre asesinato cometido por dos jóvenes en 1924, Orson Welles protagoniza a un brillante abogado cuyo histórico alegato contra la pena capital salvó a dos adolescentes de una condena a muerte."
1548,AMANTES,Drama,Marcello Mastroianni,Faye Dunaway,Caroline Mortimer,Vittorio De Sica,1968,Color,DVD,"fecha de estreno en Montevideo:24-07-1969. Metro
  Julia (Faye Dunaway) es un diseñadora de modas norteamericana divorciada. Dedide pasar unas vacaciones en Italia. Allí conoce a un Ingeniero italiano (Marcello Mastroiani). Ambos terminan enamorándose. Ella oculta un problema de salud, al enterarse de que es incurable decide quedarse junto a él…"
3027,LULU BELLE,Policial,Dorothy Lamour,George Montgomery,Albert Dekker,Leslie Fenton,1948,B&N,DVD,"17-03-1949 Radio City
  Tras un confuso incidente en un camerino de un teatro resultan heridas Lulu Belle, famosa estrella de Broadway y su amante.La policía detiene a George, el marido, como sospechoso. Este poco a poco va recordando como fue su historia de amor, su encuentro en un café de los muelles en el que Lulé cantaba, el ascenso imparable de esta utilizando a distintos hombres, la última vez que se vieron, poco antes del suceso."
3028,CIRCULO ROJO,Cine Negro,Alain Delon,Ives Montand,Bourvil,Jean-Pierre Melville,1970,Color,DVD,"29-05-1971 Censa
 Corey es un joven preso que es liberado. Al mismo tiempo, Vogel, un asesino, escapa de la custodia de un policía llamado Mattei. Cuando Corey roba a Rico, el jefe de la banda a la que pertenecía Mattei no dudará en cazarlos."
3031,EL CLUB DE LOS MONSTRUOS,Comedia,Vincent Price,Jihn Carradine,Donald Pleadence,Rpy Ward Baker,1980,Color,DVD,"No estrenada en salas en Uruguay.
 Un escritor de novelas de misterio y terror es invitado a una velada en el Club de los Monstruos. Allí se citan vampiros, demonios y otros seres. Esta vez el vampiro Erasmus le narrará tres historias al escritor que asiste al club."
